recipeid	bananas	eggs	all-purpose flour	sugar	salt	baking soda	vanilla extract	baking powder	butter	sour cream	milk	buttermilk	water	whole wheat flour
Banana-Bread-Recipezaar_72,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0
Banana-Walnut-Bread-Recipezaar_4,3.0,4.0,3.5,3.0,0.5,2.0,1.0,0,0,0,0,0.5,0,0
Sour-Cream-Banana-Bread-With-Chocolate-Glaze-Food_com-83997,1.0,2.0,1.75,1.25,1.0,1.0,1.0,1.0,3.0,0.5,0,0,0,0
Banana-Bread-Food_com-141974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super-Easy-Ultimate-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Bread-Recipezaar_79,3.0,2.0,3.0,0,0,0,2.0,4.0,180.0,0,0,0,0,0
Banana-Bread-Recipezaar_78,3.0,1.0,1.5,0.5,1.0,1.0,0,0,0.25,0,0,0,0,0
Banana-Walnut-Bread-Recipezaar_3,3.0,2.0,1.25,1.0,0,1.0,0.5,0,0.5,0,0,0,0,0
Quick-Banana-Bread-Recipezaar,1.0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0
Classic-Banana-Bread-Recipezaar,1.0,1.0,2.5,1.0,1.0,0,0,3.5,0,0,0.75,0,0,0
Best-Banana-Bread-Ever_-Seriously_-Food_com-135995,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,0,0
Quinoa-Banana-Bread_-Regular-Or-Sugar-Free-Recipezaar,2.25,2.0,0,0,1.0,1.25,0,0,0.5,0,0,0,0,2.0
Insanely-Healthy-Banana-Bread-Recipezaar,2.0,1.0,1.5,0,0.5,0.5,0.75,0,0,0,0,0,0,0
Whole_grain-Zucchini-Banana-Bread-Recipezaar,2.0,2.0,0,0.75,0.5,0.5,1.0,0.5,0,0,0,0,0,0.75
The-Best-Banana-Bread-_No-Kidding_-Food_com-177705,3.0,2.0,2.0,1.0,0.25,1.0,1.0,0,0,0,0,0,0,0
Simple-Bisquick-Banana-Bread-Recipezaar,3.0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0
Mom_s-Best-Banana-Bread-Recipezaar,1.25,2.0,1.25,0.666666666667,0.25,0.5,0,0,0.333333333333,0,1.5,0,0,0
Stunning-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large-Batch-Banana-Nut-Bread-Recipezaar,30.0,3.5,25.0,20.0,2.625,7.875,0,0,0,0,2.5,0,0,0
Apple-Banana-Bread-Recipezaar_1,1.0,2.0,2.0,0,0,1.0,1.0,1.0,0.5,3.0,0,0,0,0
Banana-Pear-Bread-With-Dates-Recipezaar,2.0,4.0,3.0,1.0,1.0,2.5,2.0,0,1.0,1.0,0,0,0,0
Katy_s-Banana-Bread-Recipezaar,3.0,1.0,1.5,0.75,0,0.25,0,1.5,0,0,0,0,0,0
Awesome-Banana-Bread-Recipezaar,1.0,2.0,1.5,1.0,0.5,1.0,1.0,0,0.5,0.5,0,0,0,0
Blueberry-Banana-Bread-Recipezaar_5,1.5,2.0,2.5,1.25,1.0,1.0,1.0,0,0.5,0,0,0.5,0,0
Blueberry-Banana-Bread-Recipezaar_2,1.5,0,2.5,1.0,1.0,1.0,1.0,0,0,0.5,0,0,0,0
Blueberry-Banana-Bread-Recipezaar_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Friendship-Bread-Recipezaar,2.0,3.0,2.0,1.5,0.5,0.5,0.5,1.5,0,0,0.5,0,0,0
Blueberry-Banana-Bread-Recipezaar_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Orange-Nut-Bread-Recipezaar,0.5,3.0,2.5,0.75,0.75,0,0,4.0,0,0,0,0,0,0
Banana-Nut-Bread-Ii-Allrecipes,0.666666666667,2.0,2.5,1.0,1.0,0.5,0,2.5,0,0,0.666666666667,0,0,0
Tropical-Swirlin_-Spice-Banana-Nut-Bread-Food_com-144889,1.0,2.0,0,0,1.0,0,0,0,2.0,0,0,0,0,0
Cardamom-Banana-Bread-With-Pistachios-Recipezaar,1.5,2.0,2.0,0,0.5,0.75,0,0,0.25,0,0,0,0,0
Banana-Bread-1978-Recipezaar,2.0,2.0,2.0,1.0,0.25,1.0,0,1.0,0,0,0,0,0,0
Banana-Bread-Recipezaar_128,1.0,2.0,2.0,1.0,0.5,1.0,0,0.5,0,0,0,0,0,0
Banana-Bread-Recipezaar_129,3.0,2.0,2.0,0.75,1.0,1.0,0,0,0,0,0,0,0,0
Caramelized-Banana-Raisin-Bread-Pudding-Recipezaar,2.0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0
Best_ever-Banana-Bread-Recipezaar_2,2.0,2.0,1.75,0,0.5,1.0,1.0,0,0,0,0,0.25,0,0
Best_ever-Banana-Bread-Recipezaar_1,1.0,2.0,2.0,1.0,0,1.0,0,0,0.5,0,0,0.5,0,0
Cinnamon-Banana-Bread-Recipezaar_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fat-Free-Banana-Bread-_Vegan_-Food_com-170035,5.0,0,0,1.0,0,0.5,1.0,1.0,0,0,0,0,0.25,2.0
Banana-Bread-Recipezaar_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Bread-Recipezaar_121,2.0,2.0,1.5,0.5,1.0,0.5,0,2.0,0,0,0,0,0,0
Banana-Bread---Lightened-up---Spelt-_-Vegan-Food_com-155606,3.0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0
Banana-Bread-Recipezaar_127,2.0,2.0,1.75,0.666666666667,0,0,0,2.75,0,0,0,0,0,0
Banana-Bread-Recipezaar_124,1.5,2.0,2.0,0.75,0.5,1.0,2.0,0.5,0,0,0,0,0,0
Banana-Bread-Recipezaar_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Bread-With-Splenda-Food_com-138142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Bread-My-Recipes_1,4.0,1.0,0.5,0,0.125,1.0,0,1.0,0,0,0,0,0,1.0
Banana-Tea-Bread-Recipezaar,2.0,2.0,1.25,0,0,1.0,1.0,0,0,0,0,0,0,0
Double-Banana-Bread-Food_com-69548,1.5,2.0,1.5,0.5,0.5,0.5,0,2.0,0,0,0,0,0.25,0
Low-Fat-Banana-And-Fruit-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey-and-Whole-Wheat-Banana-Bread-Food_com-105326,4.5,4.0,0,0,0.5,0,2.0,0,0,0,0,0,0,0
Eileen_s-Best-Banana-Bread-MyRecipes-212320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cranky-Banana-Bread-Recipezaar,1.0,1.0,1.0,0,0.25,0,0,1.0,3.0,0,0.25,0,0,0
Chocolate-Chip-Coconut-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic-Low_fat-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yummy-Banana-Bread-Recipezaar_3,2.33333333333,2.0,2.0,0,0.25,1.0,0,0,0.5,0,0,0,0,0
Lower-Fat-Banana-Bread-I-Allrecipes,1.0,2.0,1.66666666667,0.666666666667,0.5,1.0,0,0.25,0,0,0,0,0.25,0
Banana-Bread-_-Vegan-Recipezaar_1,1.0,0,2.0,1.0,0.5,1.0,1.0,0,0.5,0,0.25,0,0,0
Cream-Cheese-Banana_cranberry-Bread-Recipezaar,2.0,2.0,1.5,1.5,0.5,0.5,0.5,0.5,0.75,0,0,0,0,1.5
Jif-Banana-Bread-Recipezaar,1.0,1.0,2.5,0,1.0,0,0,3.5,0,0,0.75,0,0,0
Best-Banana-Bread-Ever-Food_com-133256,3.0,4.0,3.25,2.33333333333,0.5,2.0,2.0,0,0,0.25,0,0,0,0
Banana-Bread-Food_com-188671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana_date-Flax-Seed-Bread-Recipezaar,0.666666666667,2.0,1.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0
Banana-Chocolate-Oatmeal-Bread-RecipeZaar-59338,1.5,2.0,1.5,0.25,0.5,1.0,1.0,0,0.25,0,0,0.25,0,0
Nif_s-Eggnog-Banana-Bread-Food_com-93301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy-Banana-Bread-Food_com-139066,1.0,0,2.0,1.0,0,0,0,2.0,0,0,0,0,0,0
Banana-Bread-_-Quick-Bread-For-Machines-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Bread-Pancakes-Food_com-161293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No-Sugar-Added-Peachy-Banana-Bread-Food_com-107587,2.0,1.0,1.0,0,0.25,0.5,0.5,0.25,0,0,0,0,0,0
Yet---Another-Banana-Bread-Food_com-76851,1.0,2.0,1.0,0.75,0.5,1.0,0,1.5,0.333333333333,0,0.5,0,0,1.0
Banana-_-Pumpkin-Bread-_-Nuwave-Oven-Recipezaar,3.0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0
Cake-Mix-Banana-Bread-Recipezaar_1,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
Best-Banana-Bread_-Recipezaar,1.0,2.0,1.5,1.0,0.5,1.0,1.0,0,0,0.5,0,0,0,0
Bob_s-Red-Mill-Easy-Gluten-Free-Banana-Bread-Recipezaar,1.5,2.0,0,0,0.5,0,1.0,2.0,0,0,0,0,0,0
Easy-Banana-Bread-Food_com-217997,1.0,1.0,2.5,1.25,1.0,0,0.25,3.0,0,0,0.75,0,0,0
Raspberry-Banana-Bread-Recipezaar,1.0,2.0,1.75,1.5,1.0,1.0,0,0,0,0,0,0,0.333333333333,0
Healthy-Banana-Nut-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate-Banana-Bread-Pudding-Recipezaar,2.0,4.0,0,1.0,0,0,1.0,0,0,0,2.0,0,0,0
Chocolate-Banana-Bread-Recipezaar,2.0,1.0,0,0,0.5,0.5,0.5,0,0,0,2.0,0,0,0
Diabetic-Banana-Bread-For-Bread-Machine-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazing-Banana-Bread-Food_com-147234,3.0,2.0,2.0,0,0.5,1.0,1.0,1.0,0.5,0,0.333333333333,0,0,0
Jan_s-Multi_bran-Peach_-Banana-Bread-Recipezaar,1.0,2.0,1.5,0.75,0,1.0,0,0,0,0,0,0,0,0
Chocolate-Banana-Bread-Pudding-With-Marshmallows-Food_com-112652,0,3.0,0,1.0,0,0,2.0,0,0,0,0,0,0,0
Alice_s-Banana-Bread-Recipe-Chow-57374,0,2.0,2.0,1.0,0.5,1.0,1.0,0,0.5,0,0,0,0,0
Chocolate-Banana-Bread-Food_com-74775,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0.5,0,0.25,0,0,0
Chocolate-Chip-Banana-Bread-Recipezaar_5,1.5,2.0,1.75,0.5,0.25,1.0,0.5,0.5,0.5,0.5,0,0,0,0
Chocolate-Chip-Banana-Nut-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate-Chip-Banana-Bread-Food_com-156329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Plum-Bread-AllRecipes-40144,1.5,2.0,2.75,0.5,0,0.5,0,1.5,0,0,0,0,0,0
Banana-Nut-Bread-Food_com-136126,1.25,1.0,2.5,0,1.0,0,0,3.5,0,0,0,0,0,0
My-Mommy_s-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marbled-_-Chocolate-Banana-Bread-Recipezaar,1.5,2.0,2.0,1.0,0.5,0.75,0,0,0.25,0.333333333333,0,0,0,0
Delicious-Banana-Bread-Recipezaar,3.0,2.0,2.0,1.0,0.5,0.5,1.0,0.5,0.5,0,0,0,0,0
Peanut-Butter-_-Chocolate-Chips-Banana-Bread-Recipezaar,3.0,2.0,1.0,0,0.5,1.0,1.0,0,0,0,0,0,0,1.0
Dad_s-Famous-Banana-Bread-Food_com-168454,4.0,2.0,2.0,1.0,0,1.0,0,0,0,0,0,0,0,0
Raised-Banana-Oatmeal-Bread-Recipezaar,2.0,0,0,0,1.5,0,0,0,0.25,0,0,1.0,0,0
Cinnamon-Pumpkin-Banana-Bread-Recipezaar,2.0,2.0,0,0.75,0.25,0.5,1.0,1.5,0,0,0,0,0,2.0
Banana-Bread-Pudding-from-Williams-Sonoma-Food_com-71123,2.0,4.0,0,0.5,0,0,0,0,0,0,0,0,0,0
Blueberry-Banana-Bread-Or-Muffins-Recipezaar,3.0,2.0,1.5,0.333333333333,0.5,0,2.0,2.0,0,0,0,0,0,0
Chocolate-Banana-Bread-Allrecipes_1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0.5,0,0.25,0,0,0
Easy-Sour-Cream-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Nut-Yeast-Bread-_bread-Machine_-Recipezaar,0.5,1.0,0,3.0,0.75,0,0,0,1.0,0,0.666666666667,0,0,0
Cranberry-Banana-Oat-Bread-AllRecipes-37055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bet-On-It-Banana-Bread-By-Marjie-Lapagna-Recipezaar,4.0,4.0,4.0,0,1.0,1.0,2.0,0,0,0,0,0.666666666667,0,0
Mom_s-Banana-Bread-_goes-Fast_-Recipezaar,1.0,2.0,2.0,0.5,0.5,0.5,0,2.0,0.25,0,0,0,0,0
Oatmeal-Banana-Bread-Recipezaar_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danish-Banana-Bread-Recipezaar,2.0,2.0,1.5,1.0,1.0,2.0,0.5,0,0,0,0,0,0,1.5
Low-Fat-Banana-Nut-Bread-Food_com-68952,2.0,0,0,0,1.0,1.0,2.0,0,0,0,0,0,0,3.0
Old-Fashioned-Banana-Bread-Pudding-Food_com-86916,1.0,3.0,0,2.0,0.25,0,2.0,0,3.0,0,0.75,0,0,0
Easy-Banana-Bread-Recipezaar_5,3.0,1.0,1.5,0.75,1.0,1.0,1.0,0,0.333333333333,0,0,0,0,0
Allie_s-Spicy-Banana-Bread-Recipezaar,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0,0.5,0,0,0,0,0
Easy-Banana-Bread-Recipezaar_6,2.0,1.0,2.0,0.5,0.5,1.0,0,0,0,0,0,0,0,0
Banana-Bread-With-Splenda-Recipezaar,1.0,2.0,1.75,0,0.25,0.5,0,2.0,4.0,0,0,0,0,0
Almost-No-Fat-Banana-Bread-Food_com-175689,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.5,0,0,0,0,0,0
Easy-Banana-Bread-Recipezaar_2,2.0,4.0,3.5,3.0,1.5,1.5,1.0,1.0,0,0,0,0,0.666666666667,0
Banana-Bread-From-Granny_s-Book-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet-Banana-Bread-Allrecipes,1.33333333333,2.0,1.75,0.666666666667,0.75,0.5,0,1.25,0,0,2.0,0,0,0
Banana-Nut-Bread-Food-Network-212387,5.0,2.0,1.0,0.5,0.25,0.5,0,1.5,5.0,0,0,0.25,0,0
Banana-Bread-Man_s-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sesame-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Bread-In-A-Jar-Recipezaar,2.0,4.0,3.5,2.66666666667,1.0,2.0,1.0,1.0,0,0,0,0.666666666667,0,0
Nanna_s-Banana-Bread-Allrecipes,2.0,2.0,2.0,1.0,0.125,1.0,1.0,1.0,0,0,0,0.5,0,0
Whole-Wheat-Honey-Banana-Bread-_for-Bread-Machine_-Recipezaar,2.0,1.0,1.5,0,0.5,0,0,0,1.0,0,0,0,0.666666666667,1.5
Zucchini-Banana-Bread-Recipezaar_1,3.0,3.0,3.5,0,1.0,0,2.0,2.0,0,0,0,0,0,0
Chocolate-Banana-Bread-MyRecipes-214531,0.75,2.0,0,0,0,1.5,0,2.0,0,0,0,0,0,0
Peanut-Butter-_n_-Banana-Bread-Food_com-83389,2.0,1.0,2.5,0.5,0.75,0,1.0,1.0,2.0,0,1.0,0,0,0
Banana-Bread-With-Chocolate-Chips-Food_com-79547,3.0,2.0,2.0,1.0,0.5,1.0,0,0,0.5,0,0,0,0,0
Low-Fat-Soy-Banana-Bread-Recipezaar,4.0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0.5
Sassy_s-Awesome-Banana-Bread-Recipezaar,2.0,4.0,1.5,1.0,1.0,0,1.0,4.0,0,0,0,0,0,2.0
Mom_s-Banana-Bread-Recipezaar_14,1.0,2.0,1.5,1.25,0.25,1.0,1.0,0,0.5,4.0,0,0,0,0
Mom_s-Apricot-Banana-Bread-Recipezaar,1.0,2.0,1.25,0.666666666667,0.5,0.5,0,1.0,0,0,0,0.25,0,0
The-Best-And-Easiest-Banana-Nut-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower-Calorie-Banana-Bread-Recipezaar,3.0,2.0,2.0,0,0.125,1.0,0,0,0.666666666667,0,0,0,0,0
Banana-Carrot-Bread-Recipezaar_1,2.0,1.0,1.0,0,0.25,1.0,1.25,1.0,0,0,0,0,0,1.0
Banana-Peach-Bread-Recipezaar,1.0,2.0,2.0,1.5,0.5,1.0,1.0,0.5,0,0,0,0,0,0
Low-Fat-Double-Chocolate-Banana-Bread-Food_com-136778,4.0,4.0,1.5,1.0,1.0,2.0,2.0,0,0,0,0,0,0,1.0
Tropical-Banana-Bread-Recipezaar_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Chocolate-Banana-Bread-Recipezaar_1,2.0,1.0,2.0,0,0.5,0.25,0,1.0,0,0,0,0,0,0
Sinfully-Rich-_-Moist-Banana-Bread-Cake-Food_com-290571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Nut-Bread-Baked-In-A-Jar-Allrecipes,2.0,4.0,3.33333333333,2.66666666667,1.5,2.0,0,0.5,0,0,0,0,0.666666666667,0
Banana-Nut-Bread-Baked-In-A-Jar-Recipezaar,2.0,4.0,3.33333333333,2.66666666667,1.5,2.0,0,0.5,0,0,0,0,0.666666666667,0
Nutella-Banana-Brioche-Bread-Pudding-Food-Network-210895,3.0,8.0,0,2.0,0,0,1.0,0,0,0,2.0,0,0,0
Virginia_s-Banana-Bread-Recipezaar,2.0,2.0,2.0,1.0,0.25,1.0,1.0,0,0,0,0,0,1.0,0
Chocolate-Banana-Bread-Pudding-MyRecipes-204337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oatmeal-Banana-Cinnamon-Bread-Allrecipes,0.75,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0.5,0
Whole-Grain-Kefir-Banana-Bread-Recipe-Chow-48325,3.0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0
Rogene_s-Banana-Nut-Bread-_-See-Sharon_s-Note-Recipezaar,3.0,2.0,2.0,1.0,0.5,1.0,0,0,0.5,0,0,0,0,0
Banana-Bread-Food_com-140496,3.0,2.0,3.0,2.0,0,1.5,0,0,0.5,0,0,0,0,0
Chocolate-Banana-Bread-Food_com-73006,1.0,0.25,2.0,0.75,0.25,1.0,2.0,0,0,0,0,0.75,0,0
Strawberry-Banana-Bread-Pudding-Food-Network,9.0,2.0,0,0,0,0,0,0,0,0,1.25,0,0,0
Banana-Macadamia-Bread-Recipezaar,3.0,2.0,2.0,0,1.0,0,0,0,0,0,0,0,0,0
Weight-Watchers-West-Indies-Banana-Bread-Recipezaar,3.0,1.0,2.5,0.5,0.5,0,1.0,1.0,0,0,0,0,0,0
Bestest-Ever-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Nut-Bread-Food_com-111470,1.0,1.0,0.333333333333,0.666666666667,0,0,0,0,0,0,0.5,0,0,0
Light-Banana-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Bread-_pillsbury_s-Recipe_-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best-Vegan-Banana-Bread-Recipezaar,3.0,0,2.0,0.75,1.0,0,0,1.0,0,0,0,0,0,0
_mom_s-Amazing-Banana-Bread_-Food_com-63059,3.0,2.0,2.0,0.5,0.25,1.0,0.5,0,0.5,0.25,0,0,0,0
My-Mother_s-Banana-Bread-Recipezaar,1.5,2.0,2.0,1.0,0.5,1.0,0,1.0,0.5,0,0,0,0,0
More-Bananas-Banana-Bread-Food_com-122832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightened-up-Banana-Bread-Food_com-103610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana-Pineapple-Cashew-Bread-Recipezaar,2.0,2.0,0.5,0,0.5,0.5,1.0,0.5,0,0,0,0,0,1.0
Banana-Bread-French-Toast-MyRecipes-265455,0,2.0,0,0,0,0,2.0,0,1.0,0,1.0,0,0,0
Rum_-Caramel_-and-Banana-Bread-Pudding-Epicurious-53799,4.0,6.0,0,0.75,0.125,0,1.0,0,3.0,0,0,0,0,0
Mini-Banana-Breads-Recipezaar,1.5,2.0,2.5,1.25,1.0,1.0,1.0,0,0.5,0,0,0.5,0,0
Grandmas_-Banana-Nut-Bread-Recipezaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coconut-Banana-Bread-Recipezaar_1,1.5,2.0,2.0,1.0,0,0.75,1.0,0.75,0.5,0,0,0,0,0
Mel_s-Banana-Bread-Recipezaar,1.0,2.0,1.5,1.25,0,1.0,1.0,0,0,0.25,0,0,0,0
Coconut-Banana-Bread-Recipezaar_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quick-Banana-Bread-Recipezaar_1,1.0,1.0,1.75,0.666666666667,0.5,0,0,2.25,0,0,0,0,0,0
Low-Fat-Apple-Banana-Raisin-Bread-Recipezaar,3.0,0,2.5,0,0.5,1.0,1.0,2.0,0,0,0,0,0,0
Gluten-Free-Banana-Bread-Recipe-Leite_s-Culinaria-45832,4.0,2.0,0,0,0,1.0,2.0,0,0.5,0,0,0.666666666667,0,0
